,x,y,z,cluster,track_title,album_title,artist_name,genre_parent,year
2942,-3.5956414,-0.16056022,-0.06560742,0.0,Warp philtre memorials,Mystic Moods,I'm Dr Buoyant,Experimental,2007
2943,-0.00065312337,-1.089561,6.667859,0.0,Halo in-deed,Mystic Moods,Ofer Golany,Experimental,2007
2944,0.045703657,-8.58091,-0.019845828,0.0,flow part 3,flow,wilhelm matthies and reid karris,Experimental,2015
2945,-5.8742514,-4.3765683,-2.4086971,0.0,The Companions,The Holy Mountain,Silver Process,Experimental,2013
2946,0.98614395,1.2548537,1.8667508,0.0,Alchemist Tower,The Holy Mountain,Silver Process,Experimental,2013
2947,0.7661981,-6.885704,-2.6029334,0.0,Christs For Sale,The Holy Mountain,Silver Process,Experimental,2013
2948,3.5652158,5.0897484,-5.1320314,0.0,Stabbing Not Stabbing,Dementia (aka Daughter Of Horror),Silver Process,Experimental,2012
2949,4.6928005,0.875463,-7.1659536,0.0,Jazz Band With Jazz Hands,Dementia (aka Daughter Of Horror),Silver Process,Experimental,2012
2950,-4.6829185,1.6324482,3.2147026,1.0,Encounters With Abusive Men,Dementia (aka Daughter Of Horror),Silver Process,Experimental,2012
2951,-0.088945344,-2.831002,-0.034585815,0.0,In A Party Watching A Party,Dementia (aka Daughter Of Horror),Silver Process,Experimental,2012
2952,1.7575349,-1.5081955,-2.7927876,0.0,Ape,Cartoon Noir,Silver Process,Experimental,2012
2953,3.6699057,-6.1327815,4.4723077,0.0,Le Révélateur Pt1,Le Révélateur,Silver Process,Experimental,2011
2954,6.2627583,-3.5933225,1.9959803,0.0,Track 3,"Live at the OCCII - June 22, 2009",Sun Araw,Experimental,2009
2955,-4.180399,4.09495,0.49938098,0.0,(live @ WFMU 1/5/2010 part 2),riding the tiger: good fortune and great success in 2010 and beyond (live on wfmu),GDFX,Experimental,2010
2956,-1.5185508,-1.3523365,-7.569087,0.0,(live @ WFMU 1/5/2010 part 5),riding the tiger: good fortune and great success in 2010 and beyond (live on wfmu),GDFX,Experimental,2010
2957,-4.8776445,2.3348668,4.051902,1.0,Escape Velocity,WHNZ:18:COMI,NaDa BaBa,Experimental,2011
2958,1.5125579,7.8639174,-1.2225299,0.0,Gompa,Ambient Time Arm,NaDa BaBa,Experimental,2005
2959,-2.9651961,-7.1918397,-2.9759111,0.0,Stone Fish Bone,Ambient Time Arm,NaDa BaBa,Experimental,2005
2960,0.080368236,1.8543572,-0.59125537,0.0,Hey Judo,Classic Erasmus Fusion,Volcano the Bear,Experimental,2006
2961,-4.924327,2.3275585,-1.6093966,0.0,Dawn And My Hips Are Fuel,The Idea Of Wood,Volcano the Bear,Experimental,2003
2962,-3.1883228,4.6245174,-2.0473933,0.0,THE OPEN THE CLOSED & THE GOD-LIKE SHUTTER,The Shy Volcanic Society At The Bear And Bird Parade,Volcano the Bear,Experimental,2009
2963,-3.7469559,2.0784883,-1.6598896,0.0,The Sting Of Haste,Amidst The Noise And Twigs,Volcano the Bear,Experimental,2012
2964,4.057832,4.813371,-2.9420679,0.0,Plastic-Mix,MFFZ,Assaf K. Talmudi,Experimental,2002
2965,0.57202435,-0.20458478,-7.376293,0.0,Opening,MFFZ,Assaf K. Talmudi,Experimental,2002
2966,-0.663592,-0.5985267,-0.9544277,0.0,Treading Gravity #1 Station Mix,V1.0 + Intercortes,UBE,Experimental,2000
2967,-1.2840171,-0.4562252,-2.5838683,0.0,Hamneck (Live on New Weird Australia),Broadcast Three,Mental Powers,Experimental,2012
2968,3.3447826,-1.4704975,3.1523242,0.0,Waterfalls / Flying (Live on New Weird Australia),Broadcast Three,Edwin Montgomery,Experimental,2012
2969,2.9057965,2.5979295,4.951497,0.0,IV,48khz,Carlos Valverde,Experimental,2007
2970,-4.7880077,-6.5672407,2.588224,6.0,Zuse Z3,WHNZ​:64​:MFBL,Stanislav Bobrytskyy,Experimental,2013
2971,0.168862,7.5045524,3.9706452,0.0,Logic PIano,WHNZ​:64​:MFBL,Stanislav Bobrytskyy,Experimental,2013
2972,-3.924897,3.550312,-4.810035,0.0,Mechanical Idiomatic Commitment,WHNZ​:64​:MFBL,Stanislav Bobrytskyy,Experimental,2013
2973,-3.4644213,-0.42833042,-1.683352,0.0,Psycho Parasites,Sea Folk,Open Work Stocking,Experimental,2013
2974,-0.7231974,5.935295,-1.0942038,0.0,The Wilhelm Scream,The Wilhelm Scream,Jeff Kolar,Experimental,2012
2975,8.291925,-0.20487079,0.29376715,0.0,Murderous Trashcan - Part II,Le Poubelloïde,JIHEL,Experimental,2003
2976,2.2634053,-0.903031,6.732915,0.0,Draw A Lifelike Cat in 97 Easy Steps,2 (Blue),Everywhere Kingdom,Experimental,2013
2977,-0.12636653,3.1094716,-1.1697415,0.0,People Moving During Time Exposures,Telemetry Embers,Dissolved,Experimental,2013
2978,-0.10454981,4.894212,-1.9640317,0.0,Maelseque,Sectioned v6.0,Dissolved,Experimental,2016
2979,1.0953581,3.4645765,1.6603686,0.0,Invisible Sonic Force Fields,Sectioned v6.0,Aagic Mlex,Experimental,2016
2980,7.6390667,-0.78369915,-1.5379965,0.0,Distance,Sectioned v6.0,Pınar,Experimental,2016
2981,-0.8299569,1.2051201,-4.686212,0.0,Encryptv2,Sectioned v6.0,Triple_Sun,Experimental,2016
2982,-1.5636382,1.7301672,1.6191424,0.0,Tired,Sectioned v6.0,Uho Za Oko,Experimental,2016
2983,-7.0015583,1.087889,4.8920336,1.0,Naukant,Sectioned v6.0,Krasius,Experimental,2016
2984,-5.1132665,2.6903367,3.050141,1.0,RainBoW_rOaD,Sectioned v6.0,AtOm_AnT,Experimental,2016
2985,1.0459352,-1.9846773,-3.7439334,0.0,Return To OZ,Sectioned v6.0,Errorbeauty,Experimental,2016
2986,6.162689,0.012292671,0.21129277,0.0,Poltergeist,Sectioned v6.0,Trichrome,Experimental,2016
2987,-5.2120943,-4.1127768,4.4452596,3.0,FSociety,Sectioned v6.0,Re-Arbeiten,Experimental,2016
2988,4.58879,2.9109628,5.111079,0.0,Archaic Rite,Sectioned v6.0,Archivarius,Experimental,2016
2989,-2.0089376,1.48946,-0.22502215,0.0,SHX,Sectioned v6.0,M4T,Experimental,2016
2990,-1.9352632,1.7146695,-0.1894788,0.0,Lostnorth,Sectioned v6.0,Bunai Carus,Experimental,2016
2991,0.66891265,-3.8962862,-0.35321802,0.0,The buzzing of scissors,Vaporous Weeks,Dissolved,Experimental,2011
2992,-4.488999,-3.8968327,-0.86977035,0.0,Method For Invisibility,Echoes From The Last Fairyland,TALES,Experimental,2000
2993,-4.156551,-7.892321,-0.9491454,0.0,Filled With Magic Dust,Echoes From The Last Fairyland,TALES,Experimental,2000
2994,-0.076007016,-0.6324622,4.098669,7.0,Mystic Road of Saptari,Sagarmatha,TALES,Experimental,2015
2995,-1.2114061,1.7068051,2.7868686,7.0,Secret Way of Okhaldhunga,Sagarmatha,TALES,Experimental,2015
2996,-0.957074,1.8014991,2.5542643,7.0,Symbolic Trail of Siraha,Sagarmatha,TALES,Experimental,2015
2997,3.2325985,4.2121234,-0.9106144,0.0,Memories Of Lysendraa,The Seskian Wars,TALES,Experimental,2001
2998,1.6893122,-3.1410196,2.2413118,0.0,Eternity Of Death,The Seskian Wars,TALES,Experimental,2001
2999,-1.2421736,-5.6934876,2.380471,5.0,Sortilege Of The Stones,The Breath Of Myrddin,TALES,Experimental,2007
3000,-1.8293593,-3.338082,-5.2409887,0.0,Judas Tree,"Live on WFMU's Dark Night of the Soul with Julie: June 26, 2014",Blackstone Rangers,Experimental,2014
3001,4.1793466,-0.86296046,-4.63472,0.0,Ode To Patsy Jean,"Live on WFMU's Dark Night of the Soul with Julie: June 26, 2014",Blackstone Rangers,Experimental,2014
3002,0.6259986,-7.8628635,-0.2686799,0.0,"Decide, Design, Determine",Both,Carly Ptak,Experimental,2004
3003,-0.083494484,-2.9312406,3.188214,5.0,"Articulate, Enunciate, Express",Both,Carly Ptak,Experimental,2004
3004,3.7004013,-4.672512,-5.534849,0.0,Structures existentielles au point d'équilibre chaotique,Synchronicité des holons,Berthelot & Launay,Experimental,2016
3005,0.82675993,-4.506794,-0.90623736,0.0,Vocalise 9,Vocalises,Serhio Efremis & Elli Q,Experimental,2014
3006,4.098943,3.6177192,-5.1751666,0.0,Vocalise 8,Vocalises,Serhio Efremis & Elli Q,Experimental,2014
3007,0.18851683,4.2282434,7.347579,0.0,Fire,A Complex Brain In Confused Adventures,Metek & Zreen Toyz,Experimental,2012
3008,-6.074007,-2.9733624,-0.31381777,0.0,Through The Eyes Of A Child (Bonus Track),A Complex Brain In Confused Adventures,Metek & Zreen Toyz,Experimental,2012
3009,5.5939736,0.58495235,-6.5868626,0.0,Proll,Confetti - live at Fusion Festival 2010,THE! & Ruben D'Hers,Experimental,2010
3010,4.074356,-1.1595529,-1.5759333,0.0,Flourish,Confetti - live at Fusion Festival 2010,THE! & Ruben D'Hers,Experimental,2010
3011,-4.9014273,-3.5775404,4.1808643,3.0,The Red And The Green (Buttock Implant Mix),Mars In Sunset,Bassling,Experimental,2013
3012,0.82633835,0.047617674,-5.8809175,0.0,Its Grip,Bad Night Moon Shadow,Bad Night Moon Shadow,Experimental,2013
3013,2.2777388,-1.4810055,0.11576966,0.0,Crazy Town,Bad Night Moon Shadow,Bad Night Moon Shadow,Experimental,2013
3014,5.378516,2.6362686,-0.10111772,0.0,A light Revealing,Bad Night Moon Shadow,Bad Night Moon Shadow,Experimental,2013
3015,-2.604914,-0.37672216,4.351375,4.0,See How They Run,Bad Night Moon Shadow,Bad Night Moon Shadow,Experimental,2013
3016,1.4195534,-7.1581244,-0.2842386,0.0,OscS,OscS,TRema,Experimental,2003
3017,-3.6798356,-1.6935743,6.2345295,4.0,"DЯ. ЯǞɱsęs, i РЯęsЦɱę?",The Noise Compilation,Mr. Groin,Experimental,2017
3018,2.7027292,2.4110222,2.43193,0.0,Siro800 made me do it,The Noise Compilation,Kai Nobuko,Experimental,2017
3019,1.9574398,-2.4493923,0.27192155,0.0,Smashed TV,The Noise Compilation,DJ Scratchin',Experimental,2017
3020,-6.0724735,-2.0258336,-1.2625197,0.0,Kaktuskaries,The Noise Compilation,Janmeeba,Experimental,2017
3021,-4.0362363,7.1302037,-0.022953795,0.0,GLITCH IS IN MY HEAD,The Noise Compilation,schᵗʰ00l,Experimental,2017
3022,-4.591692,0.8481454,-2.63683,0.0,flux capacitor,DCAC 9/24/03,the Dorkestra,Experimental,2003
3023,1.6301825,-3.2589974,-2.8454916,0.0,Любимый Раджа,Rùt,Виктор Iванiв & Muhmood,Experimental,2009
3024,-0.19784157,-0.7504762,-4.5433846,0.0,Жертва ч.1,Rùt,Виктор Iванiв & Muhmood,Experimental,2009
3025,-7.7405047,0.13669597,4.464295,2.0,MT-6,The Shrine of Native Rites for Electric Winter,Mikael Jorgensen and Travis Thatcher,Experimental,2012
3026,5.6861095,6.1825914,-0.039819222,0.0,MT-2,The Shrine of Native Rites for Electric Winter,Mikael Jorgensen and Travis Thatcher,Experimental,2012
3027,1.1915487,-6.6632915,3.0914164,0.0,Blep,Classwar Karaoke - 0016 Survey,Crank Sturgeon,Experimental,2011
3028,-0.4901704,-0.6769913,4.730839,7.0,Imagine Waking Up,Classwar Karaoke - 0016 Survey,One True Dog,Experimental,2011
3029,-0.9938033,-5.039825,-4.6862693,0.0,Live at Mopomoso,Classwar Karaoke - 0016 Survey,Vultures Quartet,Experimental,2011
3030,-6.5388474,-1.3711588,2.7263844,2.0,Xeno Trans edit,Classwar Karaoke - 0016 Survey,Xenoglossy and Transwitkacy,Experimental,2011
3031,-0.00814679,-0.87856895,8.138669,0.0,Unified Practice,Classwar Karaoke - 0016 Survey,Richard Knight and Noise Research,Experimental,2011
3032,0.37026078,-4.248409,-1.1083839,0.0,Ending Tears,Classwar Karaoke - 0016 Survey,Clutter,Experimental,2011
3033,-3.0781074,-1.4992859,4.5199094,4.0,Communication With The Sirens,Devoured By Saturn,Floating Spirits,Experimental,2011
3034,-2.6514633,-3.553744,3.292251,5.0,Foresight Through Gaea,Devoured By Saturn,Floating Spirits,Experimental,2011
3035,0.21206158,7.361618,-0.4025409,0.0,Sometimes It Can Be Hard to Breathe,Patches,DJ /rupture + Andy Moor,Experimental,2009
3036,-5.8919044,0.44819584,-1.2862865,0.0,In the name of Og-Fogo-Gogo,Ordem progresso,Kukkiva Kunnas,Experimental,2006
3037,4.0099597,-5.935943,1.1721587,0.0,We're moving,Ordem progresso,Kukkiva Kunnas,Experimental,2006
3038,1.912348,0.75514543,-1.23311,0.0,Please me,Ordem progresso,Kukkiva Kunnas,Experimental,2006
3039,2.0318444,-1.754415,3.029982,0.0,Landscape,Grand poodles,Kukkiva Kunnas,Experimental,2006
3040,0.39718744,5.039253,0.52931064,0.0,III - Woody Sullender / Jeremiah Cymerman / Alex Chechile,Live at WFMU on The Long Rally 6/17/2009,Telluric Currents Series Preview,Experimental,2009
3041,-1.6564658,6.441818,1.4986881,0.0,ElectricDress,Live at CKUT,Horsebladder,Experimental,2012
3042,-1.154793,-0.23989373,-4.2873373,0.0,Cordillera Blanca,Glaciers,ELYA,Experimental,2016
3043,1.7480009,5.2053084,-0.40547553,0.0,Changing immobility,Glaciers,ELYA,Experimental,2016
3044,-0.718086,0.24667393,8.223589,0.0,Istasi,Glaciers,ELYA,Experimental,2016
3045,3.7992396,-3.8103697,-6.0939584,0.0,Composing after playing part 3,Composing after playing pt. 1-4,Gitarrenarmee,Experimental,2006
3046,-1.1175376,-5.212324,2.4591582,5.0,Untitled 09,"Live on Infinite Distortion: Feb 4, 2015",Dunk Tank,Experimental,2015
3047,-0.85412496,-4.0688376,-4.9737053,0.0,Untitled 05,"Live on Infinite Distortion: Feb 4, 2015",Dunk Tank,Experimental,2015
3048,6.2492447,-2.7513454,-3.806875,0.0,Feel The Breeze On Your Skin,Composure Beyond Fences,2Kutup,Experimental,2011
3049,1.6244421,3.5475686,-7.2994184,0.0,There Is Something You Should Know,Composure Beyond Fences,2Kutup,Experimental,2011
3050,1.4842111,1.8767952,7.7302184,0.0,Defragmentation 4,When computers go wrong,Mikhail Lezin,Experimental,2011
3051,-6.5875883,-7.0495715,2.1185958,6.0,Cold Planet,The Illusion is Worth Fighting For,Kingstux,Experimental,2013
3052,1.061368,-1.1634196,-0.08529844,0.0,Space Love (Feat. Bries),The Illusion is Worth Fighting For,Kingstux,Experimental,2013
3053,3.038152,-6.4575944,1.9197351,0.0,Stay,Delete Everything Before Current Position (2001-2005),Lume,Experimental,2010
3054,3.6504688,-0.48556355,0.61249816,0.0,Lemon,Delete Everything Before Current Position (2001-2005),Lume,Experimental,2010
3055,4.0620527,6.884351,1.9964838,0.0,Bangui,Delete Everything Before Current Position (2001-2005),Lume,Experimental,2010
3056,-4.189446,-2.3962173,4.625387,3.0,Live at Auditório Carlos Paredes 27/03/2013 part02,Live @ Auditório Carlos Paredes 27/03/2013,dOISsEMIcIRCUITOSiNVERTIDOS,Experimental,2013
3057,-5.825493,-4.133544,4.3745894,3.0,Live at Auditório Carlos Paredes 27/03/2013 part03,Live @ Auditório Carlos Paredes 27/03/2013,dOISsEMIcIRCUITOSiNVERTIDOS,Experimental,2013
3058,1.1033046,-1.0290941,-1.4595134,0.0,1111,Refraction Of Light,Carlos Ramirez,Experimental,2013
3059,-2.377475,2.1358805,2.4071703,7.0,"to wind, as burned yellow, forgotten",Bionicism,AG Davis,Experimental,2015
3060,-6.1543202,2.8943794,-1.8687477,0.0,On Lone On #File,Bionicism,AG Davis,Experimental,2015
3061,-1.0970399,-1.7285612,4.444319,4.0,Costume For Breeding,Costume For Breeding,AG Davis,Experimental,2014
3062,-5.717327,-1.911365,-3.1232772,0.0,Paul Éluard,Jaan Patterson and Friends - 'The Interviews' Vol.2,AG Davis,Experimental,2015
3063,7.017575,5.0703626,-0.24148302,0.0,The Interviews,Jaan Patterson and Friends - 'The Interviews' Vol.2,Kontroljet,Experimental,2015
3064,-2.3374705,-0.7974089,1.8346826,7.0,Paul Éluard,Jaan Patterson and Friends - 'The Interviews' Vol.2,simon_mathewson,Experimental,2015
3065,-0.23994899,5.258738,-6.169703,0.0,The Gummi Bears of Failure (Bonus Track),New Editions Sampled,Paneye,Experimental,2012
3066,-4.2461696,1.8781465,-3.8661084,0.0,As We Held Our Hidden Hopes Up To the Stars (Bonus Track),New Editions Sampled,Kris Keogh,Experimental,2012
3067,1.83463,0.49466377,-1.7761683,0.0,[interview],"Live @ WFMU on Miniature Minotaurs Dec. 29, 2010",Roy Nathanson & Tim Kiah,Experimental,2011
3068,-5.456571,0.40269452,-5.585421,0.0,[banter and song intro],"Live @ WFMU on Miniature Minotaurs Dec. 29, 2010",Roy Nathanson & Tim Kiah,Experimental,2011
3069,-7.0089655,3.1794138,2.8737712,1.0,I'll Reach You,RRDL01,Radio Royal,Experimental,2012
3070,-4.147939,-1.9318337,4.581094,3.0,american witch's anthem,z,Dungeon Broads,Experimental,2013
3071,2.713441,7.987094,-0.06849089,0.0,"sailor, sail",z,Dungeon Broads,Experimental,2013
3072,-0.26609507,1.3977395,-3.0526893,0.0,Losing Myself,Haven't We Met Before? The Songs of Simon Waldram,Simon Waldram,Experimental,2014
3073,2.043866,2.0052226,-5.077984,0.0,Elegy (reconstructed),Haven't We Met Before? The Songs of Simon Waldram,Simon Waldram,Experimental,2014
3074,-1.5726883,1.8041096,1.4279641,0.0,How To Let Go,Haven't We Met Before? The Songs of Simon Waldram,Simon Waldram,Experimental,2014
3075,-4.522347,-3.5662184,-0.33260712,0.0,Wandering Spirits / Houston Monday,Haven't We Met Before? The Songs of Simon Waldram,Simon Waldram,Experimental,2014
3076,5.7319927,1.7780483,-4.3166237,0.0,Cherry Tree,"Live on WFMU's Irene Trudel's Show - August 12, 2013",Xenia Rubinos,Experimental,2013
3077,-3.751729,-4.6364746,2.3057783,6.0,Help,"Live on WFMU's Irene Trudel's Show - August 12, 2013",Xenia Rubinos,Experimental,2013
3078,-0.869835,7.5837464,-3.8284981,0.0,Stratiformis,Klaten,Klaten,Experimental,2016
3079,-5.630045,1.1058735,5.450911,1.0,Takirawi Pulses,From There To Here,Sunhiilow,Experimental,2012
3080,-1.4573346,-4.8134565,2.0637033,5.0,Le Songe d'Hacolhii,From There To Here,Sunhiilow,Experimental,2012
3081,-2.5781438,-3.4838212,1.2780958,5.0,Drum Machine Battle,1408 Luis K,Marsel Minga,Experimental,2014
3082,-1.597436,-2.4739752,2.1808324,5.0,Youtube Star,1408 Luis K,Marsel Minga,Experimental,2014
3083,-6.222,-0.10836135,3.7704554,1.0,untitled 10,Death Laid An Egg,Massaccesi,Experimental,2004
3084,4.953296,0.120630115,-2.3778887,0.0,Frozen In Time (Feat.Alexander Wieser),Sampler EP: Vol. 7,When We Live,Experimental,2017
3085,-1.4869493,-5.2693915,-4.2276254,0.0,Gabriel Pereira Spurr - 08 - Odisea,Literalmente,Gabriel Pereira Spurr,Experimental,2015
3086,5.6632957,-1.4912919,-1.4269805,0.0,Gabriel Pereira Spurr - 07 - Cantico (Ezra Pound en el Supermercado),Literalmente,Gabriel Pereira Spurr,Experimental,2015
3087,-7.1631727,-5.2051344,2.467533,6.0,Moscow 1915,Movements,Janne Nummela,Experimental,2014
3088,-7.7253036,-0.37894246,2.2263682,1.0,Magpies Fried in Vain,Kosmoskalevala,Janne Nummela,Experimental,2013
3089,4.016091,-2.0668132,-3.2027893,0.0,Mom's Son I,Kosmoskalevala,Janne Nummela,Experimental,2013
3090,4.718382,-1.4729971,2.9718099,0.0,Expedition II,Kosmoskalevala,Janne Nummela,Experimental,2013
3091,4.813755,-5.5950217,-3.694203,0.0,Timo,Kosmoskalevala,Janne Nummela,Experimental,2013
3092,0.14266658,5.8714333,2.1646771,0.0,Sandy,[EPV_188] Love in the Mist,Violeta Päivänkakkara,Experimental,2016
3093,-6.4647245,2.321051,-2.0408683,0.0,Limbo,[EPV_188] Love in the Mist,Violeta Päivänkakkara,Experimental,2016
3094,3.0153558,-6.1408935,2.6677434,0.0,High Degree,Chelsea Grandpa,Asian Women on the Telephone,Experimental,2010
3095,-1.3314613,-0.4728682,-0.40781462,0.0,white rabbi motorcycle club,ICanT,Asian Women on the Telephone,Experimental,2011
3096,2.6372347,-3.760415,1.1280867,0.0,"Good night, Brighton Witch",Freedom as mama told me,Asian Women on the Telephone,Experimental,2011
3097,-4.077867,-1.6903061,1.2141194,2.0,Медное Либидо,Freedom as mama told me,Asian Women on the Telephone,Experimental,2011
3098,-1.4881427,-6.9116974,2.6661823,5.0,Все как один,Freedom as mama told me,Asian Women on the Telephone,Experimental,2011
3099,-3.348373,-7.2234697,2.174701,6.0,Gloria/Good King Wenceslas (Gremlins remixx),Mystra X-Mas,Sam Gas Can,Experimental,2010
3100,-3.9086616,-6.6169868,2.4636896,6.0,The Miseducation of Sam Gas Can,Dedicated to Lauryn Hill,Sam Gas Can,Experimental,2011
3101,3.4500635,-1.2845548,6.327231,0.0,Plenty o'Space,Feeding pieces of eggplant sandwich to a flock of not to bright seagulls,Hugo,Experimental,2007
3102,-0.29012355,1.1924171,-2.7796798,0.0,Possesion,Feeding pieces of eggplant sandwich to a flock of not to bright seagulls,Hugo,Experimental,2007
3103,-5.4948487,2.6421819,3.3518312,1.0,Viivatonta Viivaa,WHNZ:14:PEUL,Profeetta Elämän Äänikoulu,Experimental,2010
3104,-5.034595,-0.3945528,-4.2115073,0.0,Dectal,[ROMB],THKAD,Experimental,2011
3105,-1.2756271,-1.1309906,0.1815504,0.0,Improvisation,Live at WFMU on The Brother Lucy Show 6/4/09,James Fei,Experimental,2009
3106,-4.942345,3.2689755,-3.4482245,0.0,Synthro,"Live on WFMU's Distort Jersey City with Deed Runlea: Feb 6, 2013",DJ Dog Dick,Experimental,2013
3107,3.0789585,-5.395794,-3.9434438,0.0,1 brand of wizard,Traditions (2011 cdr),People Skills,Experimental,2011
3108,0.23296787,-3.6852071,1.2604364,0.0,6 reverance,Traditions (2011 cdr),People Skills,Experimental,2011
3109,6.8055162,-1.1652051,-3.3699088,0.0,The Downward Spiral,[EPV_079] hope2.0,coda+e.p,Experimental,2011
3110,-4.2417207,-6.020187,-0.9912272,0.0,ёл  by Kosta T,X-LION,Castello di Trokai,Experimental,2015
3111,-4.281355,4.441649,3.3186188,0.0,Язык в пламени  by Kosta T,X-LION,Castello di Trokai,Experimental,2015
3112,-1.2393242,-4.918624,-4.0894303,0.0,не осуждайте Гитлера (он болен) ... by Kosta T,HAXYI ФРИ ИМПРОВИЗЭЙШН!,Castello di Trokai,Experimental,2015
3113,8.442086,-1.7780274,-0.52629435,0.0,после ... by Kosta T,HAXYI ФРИ ИМПРОВИЗЭЙШН!,Castello di Trokai,Experimental,2015
3114,1.3855122,-7.0144906,-4.2266603,0.0,кора[ткометражка] by Kosta T,Castello di Trokai,Castello di Trokai,Experimental,2015
3115,-2.1048734,0.98921233,-1.8093992,0.0,Au Bout de la Nuit,Russian Canon,Fake Cats Project,Experimental,2016
3116,-4.0956597,0.22451599,0.10777478,0.0,The Four Faces Of Taganka Square,Russian Canon,Fake Cats Project,Experimental,2016
3117,-7.7719364,1.0997871,3.0861528,1.0,A Warm,Russian Canon,Fake Cats Project,Experimental,2016
3118,1.2875279,-1.3036127,-2.2704291,0.0,Rain III,Rain On Wood,VELIBOR NIKOLIĆ,Experimental,2012
3119,-1.1271145,-4.794122,0.5347907,0.0,Rain II,Rain On Wood,VELIBOR NIKOLIĆ,Experimental,2012
3120,-0.27550763,-2.3920805,-1.3031445,0.0,If You Meet Buddha On The Road Kill Him (acoustic),Rain On Wood,VELIBOR NIKOLIĆ,Experimental,2012
3121,-2.10255,8.101068,-1.1170872,0.0,Rain IV,Rain On Wood,VELIBOR NIKOLIĆ,Experimental,2012
3122,3.6720579,-6.826126,-0.40082762,0.0,miter,lanificus,reid karris,Experimental,2014
3123,-0.7641197,1.1647679,3.6628213,7.0,sawdust,lanificus,reid karris,Experimental,2014
3124,-1.224545,0.541413,3.8778212,7.0,fasciculation,creatio ex nihilo,reid karris,Experimental,2014
3125,-3.276246,0.9975444,-1.9320564,0.0,Huecos,live the dream,The Rories,Experimental,2011
3126,-1.6268871,5.6853766,3.2431304,0.0,catherine despard,implode,The Rories,Experimental,2014
3127,5.8763504,3.961359,-3.9182322,0.0,la hipocresía,implode,The Rories,Experimental,2014
3128,-5.094321,5.150818,-2.993047,0.0,Outcasts of the Nations of Earth,Defeat the Hydra,The Rories,Experimental,2009
3129,2.9400742,-5.9345574,-4.7794175,0.0,the means,the rise and fall of,The Rories,Experimental,2015
3130,3.5246394,1.7331909,3.4465919,0.0,Lausunta 1,Lausuntoja,Taju-Ukko,Experimental,2008
3131,1.4923613,2.2168558,-4.338912,0.0,Welcome Slicer (osch Remix),Silicate Recursions,Weldroid & Friends,Experimental,2016
3132,-1.6657525,6.1849985,1.1934686,0.0,Infantile Reimaging of Jimmy Loose Spour,The Death of Nature Boy,Global Distance feat. Larva Lou,Experimental,2012
3133,-2.9455676,-5.4196305,-5.1802597,0.0,Colibri,Silence Walk,Kayaka,Experimental,2013
3134,-2.720431,-2.8421328,4.5434356,4.0,Mamamanohohum,Tattered Tongues,Bendle,Experimental,2008
3135,-3.324348,-1.7540396,3.0749502,3.0,Everywhereigo,Tattered Tongues,Bendle,Experimental,2008
3136,-5.151076,-0.40120217,-5.2203455,0.0,Harpe du chaos,Living Objects,Eric Braün,Experimental,2013
3137,4.9372888,2.32582,2.5092142,0.0,Burden 03,The Burdens of an Observable Universe,Winjer3,Experimental,2016
3138,-3.4254293,1.8127015,3.7880821,7.0,Burden 01,The Burdens of an Observable Universe,Winjer3,Experimental,2016
3139,-3.6684847,-3.0379586,0.916407,2.0,Burden 02,The Burdens of an Observable Universe,Winjer3,Experimental,2016
3140,-0.39739907,1.0329828,-0.0107644545,0.0,History about the boy and the girl,Compilation Album,Nik Snake F,Experimental,2013
3141,-4.742117,-2.5720549,6.1738863,2.0,Nada Chicken,Snow Eater,OWL BRAIN ATLAS,Experimental,2013
3142,-0.64423746,-2.1403913,-4.4663415,0.0,Hiccough,Snow Eater,OWL BRAIN ATLAS,Experimental,2013
3143,-7.4074364,2.9796453,3.1241798,1.0,Dinoavion,Sursu and Tabriz,Kuso,Experimental,2008
3144,7.9276257,-2.1657271,2.0542612,0.0,Demonstration Of Decay @ Gez-21,Bogatiri,Violet,Experimental,2010
3145,-3.1068988,2.1680515,-0.2894523,0.0,Interior Ghosts,Violet Ray Gas and the Playback Singers,Violet,Experimental,2009
3146,1.1847767,0.47733557,-8.986408,0.0,Atlantic Pyramid,Atlantic Pyramid,Violet,Experimental,2011
3147,1.3369566,4.0961185,3.9723163,0.0,Pillar of Light,Pillar of Light,Matthew Sforcina,Experimental,2010
3148,-5.0593753,-3.5679371,5.7312603,2.0,September Play List (feat. Arena by Sun-Inside),Pillar of Light,Matthew Sforcina,Experimental,2010
3149,5.240434,-4.644819,-3.407089,0.0,The Feminine Masculine,Pillar of Light,Matthew Sforcina,Experimental,2010
3150,5.853846,3.9853895,-3.996261,0.0,meander (johnny_ripper remix),treximer,kyoka,Experimental,2016
3151,0.419432,8.119565,0.49773523,0.0,In The Bat's Mouth,Phoning It In 02/09/05,Mount Eerie,Experimental,2005
3152,3.2683485,5.911534,-4.9087358,0.0,Klingen öffnen Haut,Recirculation,midnightradio11,Experimental,2013
3153,7.33215,1.5062231,2.0963964,0.0,Fire On The Mountain,Massimo,Cone,Experimental,2008
3154,1.2809303,1.5030825,-1.0038068,0.0,Massimo's Secret Room,Massimo,Cone,Experimental,2008
3155,2.7715013,1.861158,-0.54507643,0.0,side b,9.21.11,Andris Balins,Experimental,2011
